id,Mecaniques
206150,Dice Rolling
206150,Die Icon Resolution
206150,Hand Management
206150,Team-Based Game
206150,Variable Phase Order
206150,Variable Player Powers
17710,Area Majority / Influence
17710,Area Movement
17710,Dice Rolling
169318,Area Majority / Influence
169318,Deck
169318,Bag
169318,and Pool Building
169318,End Game Bonuses
169318,Hand Management
169318,Modular Board
169318,Push Your Luck
169318,Secret Unit Deployment
169318,Take That
118174,Set Collection
118174,Trading
361850,Closed Drafting
361850,Grid Coverage
361850,Layering
361850,Simultaneous Action Selection
361850,Tile Placement
198525,Area Majority / Influence
198525,Hand Management
198525,Kill Steal
198525,Layering
198525,Set Collection
36522,Area Movement
36522,Hand Management
36522,Paper-and-Pencil
36522,Simulation
36522,Simultaneous Action Selection
238656,Action Points
238656,Area Majority / Influence
238656,Chit-Pull System
238656,Cooperative Game
238656,Variable Player Powers
156496,Area Majority / Influence
156496,Cooperative Game
156496,Grid Movement
156496,Hexagon Grid
156496,Modular Board
156496,Point to Point Movement
156496,Solo / Solitaire Game
156496,Take That
156496,Variable Player Powers
21133,Action Points
21133,Critical Hits and Failures
21133,Dice Rolling
21133,Interrupts
21133,Line of Sight
21133,Measurement Movement
21133,Order Counters
21133,Secret Unit Deployment
21133,Three Dimensional Movement
21133,Zone of Control
223049,Hand Management
223049,Ladder Climbing
223049,Layering
223049,Lose a Turn
223049,Matching
223049,Predictive Bid
7858,Dice Rolling
7858,Grid Movement
7858,Hexagon Grid
7858,Simulation
210290,Cooperative Game
210290,Deck
210290,Bag
210290,and Pool Building
210290,Open Drafting
144239,Action Queue
144239,Area Majority / Influence
144239,Card Play Conflict Resolution
144239,Grid Movement
144239,Hand Management
144239,Modular Board
144239,Player Elimination
144239,Race
144239,Team-Based Game
144239,Variable Phase Order
144239,Variable Player Powers
144239,Variable Set-up
279869,Pattern Building
279869,Real-Time
279869,Tile Placement
331212,Cooperative Game
331212,Deck
331212,Bag
331212,and Pool Building
331212,Hand Management
331212,Legacy Game
331212,Open Drafting
331212,Scenario / Mission / Campaign Game
331212,Variable Phase Order
331212,Variable Player Powers
205158,Communication Limits
205158,Memory
205158,Push Your Luck
205158,Team-Based Game
715,Elapsed Real Time Ending
715,Grid Movement
715,Hexagon Grid
715,Open Drafting
715,Roll / Spin and Move
715,Set Collection
715,Simulation
391795,Cooperative Game
391795,Dice Rolling
391795,Multi-Use Cards
408547,Induction
216070,Dice Rolling
216070,Hidden Movement
216070,Point to Point Movement
216070,Secret Unit Deployment
216070,Team-Based Game
216070,Variable Player Powers
137330,Dice Rolling
137330,Flicking
137330,Pattern Building
169416,Cooperative Game
169416,Deck
169416,Bag
169416,and Pool Building
169416,Dice Rolling
169416,Hand Management
169416,Move Through Deck
169416,Role Playing
169416,Scenario / Mission / Campaign Game
169416,Variable Player Powers
168998,Deck
168998,Bag
168998,and Pool Building
168998,Dice Rolling
168998,Variable Player Powers
364641,Action Drafting
364641,Paper-and-Pencil
19526,Dice Rolling
19526,Enclosure
19526,Hand Management
19526,Set Collection
19526,Tile Placement
187653,Action Queue
187653,Dice Rolling
187653,Hand Management
187653,Point to Point Movement
187653,Push Your Luck
187653,Set Collection
187653,Variable Player Powers
187653,Worker Placement
187653,Worker Placement with Dice Workers
229218,Dice Rolling
229218,Hand Management
229218,Modular Board
229218,Network and Route Building
229218,Trading
225167,Betting and Bluffing
225167,Hidden Roles
225167,Take That
225167,Team-Based Game
225167,Traitor Game
225167,Variable Player Powers
134157,Area Majority / Influence
134157,Hand Management
134157,Modular Board
40393,Bingo
40393,Pattern Building
40393,Tile Placement
252556,Area Majority / Influence
252556,Bias
252556,Hand Management
320,End Game Bonuses
320,Hand Management
320,Spelling
320,Square Grid
320,Tile Placement
12692,Hand Management
12692,Layering
12692,Lose a Turn
12692,Storytelling
12692,Take That
189660,Cooperative Game
189660,Deck
189660,Bag
189660,and Pool Building
189660,Open Drafting
189660,Solo / Solitaire Game
189660,Variable Player Powers
292126,Area Majority / Influence
292126,Hand Management
292126,Market
292126,Open Drafting
292126,Point to Point Movement
292126,Set Collection
292126,Solo / Solitaire Game
383467,Action Points
383467,Card Play Conflict Resolution
383467,Hand Management
383467,Line of Sight
383467,Point to Point Movement
383467,Team-Based Game
383467,Variable Player Powers
9910,Action Queue
9910,Player Elimination
9910,Simulation
9910,Simultaneous Action Selection
187680,Contracts
187680,Hand Management
187680,Open Drafting
187680,Set Collection
187680,Take That
193739,Auction / Bidding
193739,Auction: Dutch Priority
193739,Worker Placement
253635,Commodity Speculation
253635,Connections
253635,Contracts
253635,End Game Bonuses
253635,Set Collection
253635,Solo / Solitaire Game
253635,Worker Placement
253635,Different Worker Types
271060,Cooperative Game
271060,Deck
271060,Bag
271060,and Pool Building
271060,Dice Rolling
271060,Hand Management
271060,Move Through Deck
271060,Role Playing
271060,Scenario / Mission / Campaign Game
271060,Variable Player Powers
71061,Modular Board
71061,Player Elimination
71061,Rock-Paper-Scissors
71061,Tile Placement
71061,Variable Player Powers
1234,Hand Management
1234,Interrupts
1234,Storytelling
1234,Voting
109291,Action Queue
109291,Movement Template
109291,Player Elimination
109291,Simulation
109291,Simultaneous Action Selection
153318,Pattern Building
310789,Events
310789,Movement Template
252877,Closed Drafting
252877,Dice Rolling
252877,Set Collection
252877,Worker Placement
276086,Market
276086,Modular Board
276086,Network and Route Building
276086,Pick-up and Deliver
276086,Solo / Solitaire Game
276086,Tile Placement
276086,Worker Placement
370581,Area Majority / Influence
370581,Constrained Bidding
370581,Deduction
141736,Action Points
141736,Area Movement
141736,Set Collection
144553,Action Points
144553,Open Drafting
144553,Set Collection
295948,Grid Movement
295948,Set Collection
295948,Square Grid
295948,Tile Placement
207207,Area Majority / Influence
207207,Grid Movement
65515,Dice Rolling
65515,Hidden Movement
65515,Line of Sight
65515,Paper-and-Pencil
65515,Pick-up and Deliver
65515,Point to Point Movement
65515,Secret Unit Deployment
65515,Team-Based Game
65515,Variable Player Powers
159581,Ladder Climbing
306321,Closed Drafting
306321,Hidden Roles
306321,Team-Based Game
261393,Action Points
261393,Action Queue
261393,Cooperative Game
261393,Dice Rolling
261393,Grid Movement
261393,Modular Board
261393,Open Drafting
261393,Role Playing
261393,Variable Player Powers
299607,Area Majority / Influence
299607,Closed Drafting
299607,Hand Management
299607,Variable Set-up
300751,Network and Route Building
300751,Solo / Solitaire Game
300751,Stock Holding
3720,Flicking
3720,Simulation
128,Bingo
128,Pattern Building
128,Tile Placement
282435,Auction / Bidding
282435,Network and Route Building
282435,Stock Holding
282435,Tile Placement
21954,Area Majority / Influence
21954,Dice Rolling
21954,Open Drafting
21954,Secret Unit Deployment
285036,Dice Rolling
285036,Die Icon Resolution
285036,Open Drafting
285036,Worker Placement
23679,Area Movement
23679,Dice Rolling
23679,Movement Points
23679,Simulation
359029,Cooperative Game
359029,Dice Rolling
359029,Single Loser Game
359029,Solo / Solitaire Game
359029,Stacking and Balancing
220775,Communication Limits
220775,Memory
220775,Pattern Recognition
220775,Push Your Luck
220775,Team-Based Game
131904,Deck
131904,Bag
131904,and Pool Building
131904,Hand Management
131904,Open Drafting
131904,Variable Player Powers
40760,Area Majority / Influence
40760,Dice Rolling
40760,Set Collection
40760,Worker Placement
40760,Worker Placement with Dice Workers
180771,Dice Rolling
180771,Grid Movement
180771,Hand Management
180771,Modular Board
180771,Team-Based Game
180771,Variable Player Powers
39217,Dice Rolling
39217,Grid Movement
39217,Hexagon Grid
39217,Line of Sight
39217,Simulation
39217,Variable Phase Order
32666,Commodity Speculation
32666,Loans
32666,Market
32666,Tile Placement
32666,Trading
350185,Chaining
350185,Closed Drafting
350185,Connections
350185,Contracts
350185,Grid Coverage
350185,Hidden Victory Points
350185,Line Drawing
350185,Map Addition
350185,Paper-and-Pencil
350185,Pattern Building
350185,Point to Point Movement
350185,Set Collection
350185,Simultaneous Action Selection
350185,Square Grid
350185,Tags
350185,Track Movement
267058,Campaign / Battle Card Driven
267058,Dice Rolling
267058,Point to Point Movement
267058,Simulation
267058,Tug of War
314580,Dice Rolling
314580,Hand Management
314580,Multi-Use Cards
314580,Solo / Solitaire Game
302336,Action Points
302336,Hand Management
302336,Variable Player Powers
248918,Area Majority / Influence
248918,Auction / Bidding
248918,Closed Drafting
248918,Contracts
248918,Dice Rolling
248918,End Game Bonuses
248918,Hand Management
248918,I Cut
248918,You Choose
248918,Income
248918,Open Drafting
248918,Resource to Move
248918,Take That
248918,Victory Points as a Resource
248918,Worker Placement
320527,Dice Rolling
320527,Take That
320527,Variable Player Powers
130060,Open Drafting
130060,Variable Phase Order
130060,Variable Player Powers
335427,Action Drafting
335427,Cooperative Game
335427,End Game Bonuses
335427,Open Drafting
335427,Pattern Building
335427,Set Collection
335427,Solo / Solitaire Game
335427,Variable Player Powers
335427,Worker Placement
228959,Contracts
228959,Turn Order: Claim Action
228959,Worker Placement
216597,Cooperative Game
216597,Dice Rolling
216597,Push Your Luck
216597,Real-Time
216597,Solo / Solitaire Game
204574,Auction / Bidding
204574,Set Collection
204574,Tags
204574,Take That
262547,Acting
262547,Hidden Roles
317504,End Game Bonuses
317504,Layering
317504,Pattern Building
317504,Set Collection
317504,Variable Set-up
313807,Grid Movement
313807,Square Grid
313807,Tile Placement
313807,Worker Placement
37141,Acting
37141,Communication Limits
37141,Memory
37141,Team-Based Game
304531,Cooperative Game
304531,Deck
304531,Bag
304531,and Pool Building
304531,Scenario / Mission / Campaign Game
304531,Solo / Solitaire Game
195503,Area Majority / Influence
195503,Deck
195503,Bag
195503,and Pool Building
195503,Hand Management
65282,Action Points
65282,Deck
65282,Bag
65282,and Pool Building
65282,Hand Management
65282,Open Drafting
65282,Set Collection
65282,Take That
41749,Action Drafting
41749,Auction / Bidding
41749,Income
41749,Investment
41749,Negotiation
41749,Network and Route Building
41749,Stock Holding
41749,Turn Order: Claim Action
41749,Victory Points as a Resource
36811,Area Majority / Influence
36811,Area Movement
36811,Set Collection
36811,Worker Placement
340897,Deck
340897,Bag
340897,and Pool Building
340897,End Game Bonuses
340897,Secret Unit Deployment
340897,Solo / Solitaire Game
340897,Worker Placement
340897,Different Worker Types
325348,Area Majority / Influence
325348,Campaign / Battle Card Driven
325348,Dice Rolling
325348,Events
325348,Pick-up and Deliver
325348,Point to Point Movement
325348,Simulation
325348,Variable Set-up
125921,Dice Rolling
125921,Network and Route Building
1111,Communication Limits
1111,Team-Based Game
155463,Deck
155463,Bag
155463,and Pool Building
68182,Auction / Bidding
68182,Hand Management
68182,Open Drafting
68182,Point to Point Movement
68182,Set Collection
157958,Area Movement
157958,Dice Rolling
157958,Network and Route Building
157958,Open Drafting
157958,Player Elimination
157958,Push Your Luck
157958,Rock-Paper-Scissors
157958,Role Playing
157958,Solo / Solitaire Game
180564,Dice Rolling
180564,Tile Placement
13551,Hand Management
13551,Open Drafting
13551,Set Collection
13551,Trading
231327,Communication Limits
231327,Cooperative Game
231327,Hand Management
231327,Move Through Deck
231327,Push Your Luck
231327,Scenario / Mission / Campaign Game
231327,Solo / Solitaire Game
231327,Variable Player Powers
220632,Action Points
220632,Dice Rolling
220632,Variable Player Powers
218920,Deck
218920,Bag
218920,and Pool Building
218920,Hand Management
218920,Modular Board
218920,Take That
6819,Auction / Bidding
6819,Auction: Once Around
6819,Communication Limits
6819,Team-Based Game
6819,Trick-taking
111105,Area Movement
111105,Cooperative Game
111105,Dice Rolling
111105,Narrative Choice / Paragraph
111105,Point to Point Movement
111105,Role Playing
111105,Storytelling
111105,Variable Player Powers
249411,Action Points
249411,Area Majority / Influence
249411,Hexagon Grid
249411,Layering
249411,Tile Placement
16772,Dice Rolling
16772,Player Elimination
16772,Simultaneous Action Selection
16772,Voting
3353,Action / Event
3353,Campaign / Battle Card Driven
3353,Dice Rolling
3353,Point to Point Movement
3353,Simulation
1295,Pattern Building
1295,Square Grid
1295,Team-Based Game
207729,Area Majority / Influence
207729,Cooperative Game
207729,Deck
207729,Bag
207729,and Pool Building
207729,Dice Rolling
207729,Grid Movement
207729,Hand Management
207729,Team-Based Game
207729,Variable Player Powers
234260,Simultaneous Action Selection
224904,Grid Movement
224904,Set Collection
224904,Simultaneous Action Selection
224904,Solo / Solitaire Game
173156,Betting and Bluffing
173156,Simultaneous Action Selection
395623,Open Drafting
395623,Variable Player Powers
395623,Worker Placement
247585,Cooperative Game
247585,Dice Rolling
247585,Narrative Choice / Paragraph
247585,Open Drafting
247585,Pick-up and Deliver
247585,Role Playing
247585,Storytelling
247585,Variable Player Powers
342372,Cooperative Game
342372,Dice Rolling
342372,Die Icon Resolution
342372,Events
342372,Narrative Choice / Paragraph
342372,Point to Point Movement
342372,Role Playing
342372,Scenario / Mission / Campaign Game
222219,Area Majority / Influence
222219,Dice Rolling
222219,End Game Bonuses
222219,Events
222219,Move Through Deck
222219,Push Your Luck
222219,Re-rolling and Locking
222219,Real-Time
222219,Set Collection
222219,Take That
222219,Worker Placement
230791,Action Points
230791,Area Movement
230791,Dice Rolling
230791,Hexagon Grid
230791,Modular Board
230791,Simulation
230791,Variable Player Powers
129459,Grid Movement
129459,Hexagon Grid
129459,Line of Sight
129459,Modular Board
129459,Stat Check Resolution
129459,Team-Based Game
129459,Variable Player Powers
124052,Action Points
124052,Pick-up and Deliver
124052,Set Collection
193322,Action Points
193322,Hand Management
193322,Multi-Use Cards
193322,Take That
193322,Turn Order: Progressive
193322,Variable Player Powers
322562,Dice Rolling
322562,Take That
322562,Team-Based Game
322562,Variable Player Powers
292974,Take That
292974,Trick-taking
292974,Variable Player Powers
123096,Cooperative Game
123096,Dice Rolling
123096,Flicking
123096,Grid Movement
123096,Memory
123096,Modular Board
123096,Pattern Building
123096,Pattern Recognition
123096,Programmed Movement
123096,Push Your Luck
123096,Re-rolling and Locking
123096,Real-Time
123096,Scenario / Mission / Campaign Game
123096,Set Collection
123096,Variable Player Powers
68820,Campaign / Battle Card Driven
68820,Chit-Pull System
68820,Dice Rolling
68820,Hexagon Grid
68820,Simulation
68820,Solo / Solitaire Game
166286,Dice Rolling
166286,Push Your Luck
166286,Simultaneous Action Selection
166286,Solo / Solitaire Game
166286,Variable Player Powers
419195,Deck
419195,Bag
419195,and Pool Building
419195,Trick-taking
62220,Action Points
62220,Area Majority / Influence
62220,Open Drafting
62220,Square Grid
62220,Tile Placement
559,Network and Route Building
559,Tile Placement
191972,Area Majority / Influence
191972,End Game Bonuses
191972,I Cut
191972,You Choose
191972,Turn Order: Stat-Based
352764,Hand Management
352764,Take That
352764,Variable Player Powers
91620,Hand Management
91620,Open Drafting
91620,Pattern Building
91620,Set Collection
91620,Tile Placement
91620,Trading
255615,Bribery
255615,Simultaneous Action Selection
255615,Voting
245658,Betting and Bluffing
245658,Dice Rolling
245658,Loans
245658,Race
245658,Worker Placement
209001,Dice Rolling
209001,Kill Steal
209001,Open Drafting
209001,Worker Placement with Dice Workers
322563,Dice Rolling
322563,Take That
322563,Team-Based Game
322563,Variable Player Powers
191925,Cooperative Game
191925,Network and Route Building
191925,Solo / Solitaire Game
191925,Tile Placement
46255,Area Majority / Influence
46255,Dice Rolling
46255,Hand Management
46255,Open Drafting
46255,Simulation
86246,Open Drafting
86246,Set Collection
86246,Voting
86246,Worker Placement
166317,Dice Rolling
166317,Set Collection
166317,Simulation
1563,Action Points
1563,Dice Rolling
1563,Grid Movement
1563,Hexagon Grid
1563,Movement Points
1563,Ratio / Combat Results Table
1563,Simulation
1563,Zone of Control
1442,Area Majority / Influence
1442,Area Movement
1442,Dice Rolling
1442,Simulation
25224,Area Majority / Influence
25224,Auction / Bidding
25224,Commodity Speculation
25224,Network and Route Building
25224,Point to Point Movement
280748,Cooperative Game
280748,Dice Rolling
280748,Die Icon Resolution
280748,Paper-and-Pencil
280748,Push Your Luck
280748,Role Playing
280748,Storytelling
54361,Dice Rolling
54361,Modular Board
343322,Cooperative Game
400205,Auction / Bidding
400205,Open Drafting
400205,Set Collection
400205,Turn Order: Progressive
325810,Deck
325810,Bag
325810,and Pool Building
325810,Hand Management
325810,Open Drafting
325810,Solo / Solitaire Game
42124,Action Points
42124,Grid Movement
42124,Hand Management
42124,Modular Board
42124,Secret Unit Deployment
42124,Tile Placement
42124,Variable Player Powers
303051,Advantage Token
303051,Card Play Conflict Resolution
303051,Hand Management
303051,Hexagon Grid
303051,Hidden Victory Points
303051,Modular Board
303051,Variable Player Powers
185538,Area Majority / Influence
185538,Campaign / Battle Card Driven
185538,Modular Board
185538,Open Drafting
185538,Variable Player Powers
209660,Action Points
209660,Cooperative Game
209660,Deck
209660,Bag
209660,and Pool Building
209660,Grid Movement
209660,Hand Management
209660,Modular Board
209660,Open Drafting
209660,Solo / Solitaire Game
209660,Tile Placement
254683,Dice Rolling
254683,Flicking
254683,Roll / Spin and Move
254683,Simultaneous Action Selection
254683,Take That
254683,Variable Player Powers
98315,Action Points
98315,Dice Rolling
98315,Grid Movement
98315,Pick-up and Deliver
98315,Push Your Luck
98315,Variable Player Powers
424,Auction / Bidding
424,Hexagon Grid
424,Network and Route Building
424,Stock Holding
7,Enclosure
7,Pattern Building
7,Square Grid
7,Tile Placement
71906,Dice Rolling
71906,Push Your Luck
71906,Semi-Cooperative Game
71906,Variable Player Powers
71906,Worker Placement
224272,Lose a Turn
224272,Player Elimination
224272,Semi-Cooperative Game
224272,Set Collection
224272,Take That
224272,Turn Order: Progressive
224272,Voting
355200,Cooperative Game
355200,Dice Rolling
355200,Modular Board
355200,Scenario / Mission / Campaign Game
355200,Solo / Solitaire Game
355200,Team-Based Game
322589,Area Majority / Influence
322589,Hand Management
322589,Open Drafting
322589,Simultaneous Action Selection
322589,Solo / Solitaire Game
322589,Turn Order: Stat-Based
345155,Area Majority / Influence
345155,Auction / Bidding
345155,Modular Board
345155,Open Drafting
345155,Worker Placement
251433,Team-Based Game
251433,Trick-taking
144826,Action Points
144826,Cooperative Game
144826,Grid Movement
144826,Modular Board
144826,Scenario / Mission / Campaign Game
144826,Variable Player Powers
324711,Trick-taking
31624,Auction / Bidding
31624,Pick-up and Deliver
104581,Auction / Bidding
104581,Commodity Speculation
104581,Dice Rolling
104581,Player Elimination
104581,Real-Time
104581,Stock Holding
286428,Betting and Bluffing
350948,Campaign / Battle Card Driven
350948,Cooperative Game
350948,Deck
350948,Bag
350948,and Pool Building
350948,Delayed Purchase
350948,Movement Points
350948,Narrative Choice / Paragraph
350948,Scenario / Mission / Campaign Game
317231,Dice Rolling
317231,Grid Coverage
317231,Open Drafting
317231,Pattern Building
317231,Track Movement
317231,Worker Placement
12005,Hand Management
12005,Open Drafting
12005,Point to Point Movement
12005,Race
118063,Dice Rolling
118063,Hand Management
118063,Modular Board
118063,Push Your Luck
118063,Simultaneous Action Selection
177354,Action Points
177354,Dice Rolling
177354,Line of Sight
177354,Measurement Movement
177354,Role Playing
177354,Variable Player Powers
281960,Dice Rolling
281960,End Game Bonuses
281960,Paper-and-Pencil
15600,Action Retrieval
15600,Area Majority / Influence
15600,Area Movement
15600,Hand Management
191963,Action Points
191963,Hand Management
191963,Secret Unit Deployment
153064,Alliances
153064,Hand Management
153064,Hidden Roles
153064,Memory
153064,Player Elimination
153064,Take That
383109,Hand Management
383109,Open Drafting
383109,Set Collection
225818,Modular Board
225818,Network and Route Building
225818,Stock Holding
327778,Communication Limits
327778,Cooperative Game
327778,Deduction
327778,Ordering
425428,Action Points
425428,Dice Rolling
425428,Grid Movement
425428,Hexagon Grid
425428,Map Reduction
425428,Memory
425428,Modular Board
425428,Secret Unit Deployment
425428,Take That
112686,Dice Rolling
112686,Hand Management
112686,Take That
168788,Action Points
168788,Area Majority / Influence
168788,Bias
168788,Dice Rolling
168788,Grid Movement
168788,Variable Player Powers
199904,Area Majority / Influence
199904,Dice Rolling
199904,Events
199904,Hand Management
199904,Negotiation
199904,Point to Point Movement
199904,Simulation
199904,Simultaneous Action Selection
199904,Solo / Solitaire Game
199904,Variable Set-up
211364,Deck
211364,Bag
211364,and Pool Building
211364,Hand Management
211364,Open Drafting
211364,Set Collection
211364,Take That
211364,Worker Placement
304510,Action Retrieval
304510,Deck
304510,Bag
304510,and Pool Building
304510,End Game Bonuses
304510,Hand Management
304510,Income
304510,Loans
304510,Neighbor Scope
304510,Point to Point Movement
304510,Set Collection
304510,Turn Order: Stat-Based
15954,Area Majority / Influence
15954,Dice Rolling
15954,Events
15954,Grid Movement
15954,Hexagon Grid
15954,Network and Route Building
15954,Secret Unit Deployment
15954,Simulation
15954,Tile Placement
66171,Hand Management
270143,Open Drafting
270143,Solo / Solitaire Game
270143,Square Grid
270143,Tile Placement
119391,Action Retrieval
119391,Area Majority / Influence
119391,Dice Rolling
119391,End Game Bonuses
119391,Events
119391,Open Drafting
119391,Point to Point Movement
119391,Resource to Move
119391,Set Collection
119391,Variable Player Powers
119391,Worker Placement
54307,Action Retrieval
54307,Set Collection
54307,Take That
54307,Trick-taking
382,Hidden Roles
382,Roll / Spin and Move
231567,Cooperative Game
231567,Pick-up and Deliver
231567,Real-Time
231567,Simultaneous Action Selection
231567,Variable Player Powers
172737,Auction / Bidding
172737,Simulation
172737,Variable Player Powers
192802,Action Points
192802,Cooperative Game
192802,Dice Rolling
192802,Events
192802,Hand Management
192802,Simulation
192802,Solo / Solitaire Game
192802,Team-Based Game
192802,Tug of War
31552,Action Queue
31552,Player Elimination
31552,Simulation
31552,Simultaneous Action Selection
316622,Automatic Resource Growth
316622,Grid Movement
316622,Hexagon Grid
316622,Map Addition
316622,Open Drafting
316622,Tile Placement
114031,Auction / Bidding
114031,Auction: Dutch
114031,Deck
114031,Bag
114031,and Pool Building
114031,Hand Management
114031,Turn Order: Auction
114031,Worker Placement
81640,Worker Placement
130,Crayon Rail System
130,Hexagon Grid
130,Multiple Maps
130,Network and Route Building
130,Pick-up and Deliver
300930,Hand Management
300930,Set Collection
214032,Action Retrieval
214032,Auction / Bidding
214032,Deck
214032,Bag
214032,and Pool Building
214032,Follow
214032,Hand Management
214032,Network and Route Building
214032,Solo / Solitaire Game
214032,Tile Placement
214032,Variable Player Powers
214032,Voting
214032,Worker Placement
40237,Betting and Bluffing
40237,Dice Rolling
40237,Hand Management
275215,Set Collection
275215,Track Movement
275215,Turn Order: Time Track
275215,Variable Player Powers
122240,Dice Rolling
122240,Hand Management
122240,Modular Board
122240,Roll / Spin and Move
122240,Team-Based Game
122240,Variable Player Powers
378758,Chaining
378758,Events
378758,Hand Management
378758,Simultaneous Action Selection
378758,Track Movement
2961,Grid Movement
2961,Pick-up and Deliver
620,Action / Event
620,Area Majority / Influence
620,Campaign / Battle Card Driven
620,Card Play Conflict Resolution
620,Dice Rolling
620,Hand Management
620,Point to Point Movement
620,Simulation
620,Variable Player Powers
162388,Hand Management
162388,Point to Point Movement
162388,Simultaneous Action Selection
162388,Variable Player Powers
102237,Action Points
102237,Campaign / Battle Card Driven
102237,Grid Movement
102237,Hand Management
102237,Hexagon Grid
102237,Variable Player Powers
231038,Action Points
231038,Pattern Building
231038,Point to Point Movement
231038,Set Collection
231038,Turn Order: Stat-Based
273264,Dice Rolling
273264,Push Your Luck
273264,Solo / Solitaire Game
6779,Area Majority / Influence
6779,Tile Placement
191004,Memory
191004,Set Collection
358737,Action / Event
358737,Action Points
358737,Cooperative Game
358737,Events
358737,Grid Coverage
358737,Grid Movement
358737,Hand Management
358737,Scenario / Mission / Campaign Game
358737,Solo / Solitaire Game
358737,Square Grid
358737,Variable Player Powers
89910,Dice Rolling
89910,Push Your Luck
89910,Solo / Solitaire Game
89910,Variable Player Powers
99,Area Movement
99,Dice Rolling
99,Simulation
304847,Cooperative Game
304847,Deduction
304847,Scenario / Mission / Campaign Game
285253,Communication Limits
285253,Cooperative Game
925,Hidden Roles
925,Negotiation
925,Player Elimination
925,Role Playing
925,Roles with Asymmetric Information
925,Team-Based Game
925,Traitor Game
925,Variable Player Powers
925,Voting
253506,Area Majority / Influence
253506,Auction / Bidding
253506,End Game Bonuses
253506,Events
253506,Negotiation
253506,Simulation
253506,Solo / Solitaire Game
253506,Sudden Death Ending
253506,Track Movement
196354,Area Majority / Influence
196354,Area Movement
196354,Dice Rolling
196354,Multiple Maps
196354,Simulation
196354,Tech Trees / Tech Tracks
196354,Turn Order: Claim Action
196354,Turn Order: Stat-Based
196354,Variable Phase Order
196354,Worker Placement
17053,Hand Management
17053,Memory
17053,Set Collection
17053,Take That
321108,Dice Rolling
321108,Modular Board
321108,Paper-and-Pencil
3570,Memory
277699,Mancala
277699,Worker Placement
277699,Different Worker Types
28,Dice Rolling
28,Network and Route Building
28,Open Drafting
28,Tile Placement
28,Variable Player Powers
75476,Hand Management
75476,Network and Route Building
378387,Area Majority / Influence
378387,Deck
378387,Bag
378387,and Pool Building
378387,Hand Management
378387,Solo / Solitaire Game
378387,Track Movement
378387,Worker Placement
378387,Worker Placement with Dice Workers
112092,Card Play Conflict Resolution
112092,Cooperative Game
112092,Deck
112092,Bag
112092,and Pool Building
112092,Delayed Purchase
112092,Hand Management
112092,Multi-Use Cards
112092,Open Drafting
112092,Real-Time
112092,Sudden Death Ending
112092,Tags
112092,Track Movement
17025,Hand Management
17025,Solo / Solitaire Game
300192,Area Majority / Influence
300192,Card Play Conflict Resolution
300192,Dice Rolling
300192,Hand Management
300192,Simulation
300192,Solo / Solitaire Game
193867,Auction / Bidding
193867,Market
193867,Network and Route Building
193867,Ownership
193867,Stock Holding
193867,Tile Placement
193867,Victory Points as a Resource
324853,Cooperative Game
35761,Auction / Bidding
35761,Open Drafting
35761,Voting
66214,Hand Management
66214,Network and Route Building
66214,Open Drafting
66214,Stock Holding
21632,Dice Rolling
21632,Open Drafting
21632,Pattern Building
21632,Re-rolling and Locking
15510,Area Majority / Influence
15510,Auction / Bidding
15510,Hand Management
15510,Set Collection
85036,Auction / Bidding
85036,Memory
85036,Point to Point Movement
85036,Tile Placement
2596,Dice Rolling
2596,Pattern Building
2596,Physical Removal
2596,Stacking and Balancing
150293,Communication Limits
150293,Cooperative Game
150293,Deduction
150293,Pattern Building
150293,Push Your Luck
150293,Tile Placement
40990,Spelling
40990,Team-Based Game
358800,Hand Management
358800,Take That
358800,Variable Player Powers
205867,Betting and Bluffing
205867,Hand Management
205867,Pattern Building
205867,Set Collection
205867,Trading
206327,Hand Management
206327,Set Collection
206327,Variable Player Powers
436126,End Game Bonuses
436126,Hand Management
436126,Once-Per-Game Abilities
436126,Solo / Solitaire Game
241987,Area Majority / Influence
241987,Campaign / Battle Card Driven
241987,Command Cards
241987,Hand Management
241987,Solo / Solitaire Game
241987,Tug of War
88408,Deck
88408,Bag
88408,and Pool Building
88408,Delayed Purchase
88408,Hand Management
88408,Open Drafting
88408,Pattern Building
88408,Take That
88408,Variable Player Powers
366023,Action Points
366023,Cooperative Game
366023,Dice Rolling
366023,Modular Board
366023,Scenario / Mission / Campaign Game
366023,Solo / Solitaire Game
366023,Variable Player Powers
92190,Action Points
92190,Dice Rolling
92190,Modular Board
92190,Team-Based Game
92190,Variable Phase Order
92190,Variable Player Powers
295944,Cooperative Game
2570,Auction: Dutch
2570,Set Collection
204801,Cooperative Game
351594,Contracts
351594,End Game Bonuses
351594,Hand Management
351594,Open Drafting
351594,Ownership
351594,Resource to Move
351594,Worker Placement
212281,Area Movement
212281,Cooperative Game
212281,Dice Rolling
212281,Modular Board
212281,Solo / Solitaire Game
212281,Variable Player Powers
9027,Auction / Bidding
9027,Enclosure
9027,Hand Management
9027,Tile Placement
634,Action Queue
634,Point to Point Movement
634,Simultaneous Action Selection
2569,Dice Rolling
2569,Hand Management
2569,Simultaneous Action Selection
219217,Action Queue
219217,Cooperative Game
219217,Dice Rolling
219217,Grid Movement
219217,Modular Board
219217,Movement Points
219217,Player Elimination
219217,Point to Point Movement
219217,Tile Placement
219217,Variable Player Powers
209671,Action Points
209671,Dice Rolling
209671,Events
